User ID,candidate_field,label,hard_skill,soft_skill
35,accounting,0,"['application', 'application development', 'business', 'business development', 'cost reduction', 'due diligence', 'enterprise architecture', 'professional services', 'reduction', 'restructuring', 'service', 'service delivery', 'systems integration', 'tracking']","['consulting', 'governance', 'integration', 'operations', 'planning', 'presentations', 'verbal communication skills']"
36,accounting,0,"['application', 'business', 'finance', 'information systems', 'project management', 'scale', 'security', 'service', 'service level', 'sustainability', 'track']","['collaboration', 'decision making', 'diplomacy', 'management', 'operations', 'problem solving', 'real estate']"
37,accounting,0,"['academic achievement', 'budgeting', 'business', 'commercial finance', 'consolidation', 'finance', 'financial analysis', 'forecasting', 'hospitality industry', 'modelling skills', 'project management', 'statutory accounts', 'system', 'track', 'excel', 'modelling']","['curiosity', 'governance', 'hospitality', 'leadership', 'management', 'operations']"
38,accounting,0,"['application', 'business', 'consolidation', 'corporate social responsibility', 'data', 'data collection', 'finance', 'forecasting', 'income statement', 'maternity', 'performance analysis', 'system', 'track', 'excel', 'modelling']","['collaboration', 'communications', 'cooperation', 'decision making', 'management', 'planning']"
39,accounting,0,"['agriculture', 'analytics', 'application', 'breads', 'budgeting', 'business', 'business development', 'consolidation', 'data', 'erp', 'finance', 'foods', 'forecasting', 'information systems', 'stakeholder management', 'modelling']","['accountability', 'collaboration', 'coordinating', 'decision making', 'governance', 'leadership', 'management', 'operations', 'planning', 'verbal communication skills', 'writing']"
40,accounting,0,"['application', 'business', 'cash flow management', 'corporate finance', 'erp', 'finance', 'financial accounting', 'financial planning', 'financial services', 'financial statements', 'go', 'higher education', 'internal controls', 'procurement', 'strategic procurement', 'system', 'excel']","['coordinating', 'governance', 'innovation', 'leadership', 'management', 'microsoft excel', 'microsoft office', 'operations', 'planning', 'spreadsheet']"
41,accounting,0,"['application', 'budgeting', 'business', 'finance', 'financial analysis', 'financial management', 'forecasting', 'general ledger', 'professional services', 'receivables', 'sales', 'treasury', 'xero', 'excel', 'salesforce']","['creativity', 'enthusiasm', 'governance', 'leadership', 'management', 'microsoft excel', 'microsoft office', 'organizational skills', 'planning', 'research']"
42,accounting,0,"['business', 'career development', 'control framework', 'diversity and inclusion', 'finance', 'financial accounting', 'financial services', 'general insurance', 'reinsurance', 'remuneration', 'testing', 'track']","['accountability', 'adaptability', 'governance', 'innovation', 'management', 'operations', 'people management', 'planning', 'self-motivation', 'team management']"
43,accounting,0,"['auditing', 'business', 'direct connect', 'finance', 'project management', 'renewable energy', 'scheme', 'system']","['business acumen', 'governance', 'influencing skills', 'innovation', 'management', 'negotiation', 'people management', 'planning', 'resilience', 'teaching']"
44,accounting,0,"['act', 'analytics', 'finance', 'legislation', 'registration', 'risk management']","['governance', 'innovation', 'leadership', 'management', 'negotiation', 'operations', 'problem solving', 'quality assurance', 'research', 'teaching']"
45,accounting,0,"['budgeting', 'business', 'business partnering', 'customer experience', 'economics', 'erp', 'fashion retail', 'finance', 'financial analysis', 'forecasting', 'investing', 'kpis', 'modelling skills', 'performance analysis', 'perspective', 'sales', 'sales planning', 'salesforcecom', 'standard', 'excel', 'modelling']","['decision making', 'leadership', 'management', 'microsoft office', 'operations', 'planning', 'problem solving', 'research', 'self confident']"
46,accounting,0,"['business', 'entrepreneurship', 'finance', 'less', 'process improvements', 'professional services', 'project management', 'service', 'standard', 'technical accounting']","['innovation', 'integration', 'management', 'presentations', 'problem solving', 'research', 'timelines', 'verbal communication skills', 'writing']"
47,accounting,0,"['business', 'entrepreneurship', 'finance', 'less', 'process improvements', 'professional services', 'project management', 'service', 'switch', 'technical accounting']","['consulting', 'enthusiasm', 'innovation', 'integration', 'management', 'problem solving', 'research', 'verbal communication skills', 'writing']"
48,accounting,0,"['business', 'business priorities', 'chargeback', 'data', 'excel']","['computer literacy', 'data entry', 'grammar', 'literacy', 'management', 'microsoft office', 'relationship management', 'time management', 'timelines']"
49,administration & office support,0,"['business', 'career development', 'manufacturing', 'occupational health', 'plumbing', 'sales', 'scheme', 'service']","['business acumen', 'computer literacy', 'coordinating', 'customer service', 'innovation', 'leadership', 'literacy', 'management', 'microsoft office', 'operations', 'planning', 'problem solving', 'scheduling', 'teamwork', 'time management', 'troubleshooting']"
50,administration & office support,0,"['act', 'acting', 'business', 'closing', 'google calendar', 'google drive', 'multitasking', 'office management', 'onboarding', 'phase', 'scale', 'slack', 'standard', 'testing', 'excel']","['agenda', 'coordinating', 'diplomacy', 'english', 'management', 'meeting', 'microsoft word', 'operations', 'organizational skills', 'presentations', 'research', 'scheduling', 'self-motivation', 'time management', 'written communication']"
51,administration & office support,0,"['application', 'business', 'data', 'go', 'graphic design', 'interior design', 'intranet', 'office management', 'project management', 'reviewing applications', 'sales', 'service', 'social media content', 'system', 'yoga']","['coordinating', 'data entry', 'editing', 'filing', 'innovation', 'leadership', 'management', 'meeting', 'numbers', 'operations', 'scheduling', 'social media', 'typing', 'writing']"
52,administration & office support,0,"['business', 'computers', 'event management', 'records management', 'sailing', 'scouting', 'service', 'excel']","['confident communicator', 'filing', 'leadership', 'leadership development', 'management', 'meeting', 'microsoft office', 'negotiation', 'preparedness', 'reliability', 'time management', 'trustworthiness', 'written communication']"
53,administration & office support,0,"['adobe indesign', 'application', 'bidding', 'business', 'business development', 'journalism', 'knowledge management', 'management process', 'management systems', 'management training', 'marketing communications', 'presentation training', 'professional services', 'raci matrix', 'transportation', 'excel']","['communications', 'consulting', 'coordinating', 'curiosity', 'infrastructure', 'leadership', 'management', 'microsoft word', 'negotiation', 'scheduling', 'time management', 'writing']"
54,administration & office support,0,"['business', 'office management', 'stakeholder management', 'task management', 'excel']","['business operations', 'communications', 'coordinating', 'management', 'meeting', 'microsoft word', 'operations', 'planning', 'presentations', 'professionalism', 'scheduling', 'written communication']"
55,administration & office support,0,"['billing', 'business', 'communication strategies', 'compliance requirements', 'credit management', 'data', 'dispute resolution', 'electricity', 'indicators', 'inventory', 'inventory management', 'key performance indicators', 'relationship building', 'sales', 'service', 'system', 'excel']","['customer service', 'data entry', 'investigation', 'lateral thinking', 'management', 'operations', 'problem solving', 'quality assurance', 'research', 'time management', 'verbal communication skills']"
56,administration & office support,0,"['balance sheet', 'business', 'document management', 'document retrieval', 'economy', 'investing', 'online databases', 'private equity', 'reconciliation', 'service', 'system', 'tracking', 'databases', 'excel']","['creativity', 'english', 'filing', 'grammar', 'infrastructure', 'management', 'microsoft office', 'operations', 'real estate', 'typing', 'willingness to learn']"
57,administration & office support,0,"['business', 'corporate services', 'crm', 'electronic filing system', 'finance', 'financial services', 'greeting guests', 'international business', 'marketing materials', 'sales', 'system', 'system dynamics', 'travel coordination']","['collaboration', 'coordinating', 'filing', 'innovation', 'leadership', 'management', 'microsoft office', 'organizational skills', 'scheduling', 'social media', 'verbal communication skills']"
58,"advertising, arts & media",0,"['account management', 'appraisals', 'business', 'business requirements', 'finance', 'financial software', 'kpis', 'project planning', 'risk management', 'values education', 'excel']","['accountability', 'business acumen', 'composure', 'dealing with ambiguity', 'empathy', 'enthusiasm', 'listening skills', 'management', 'microsoft office', 'negotiation', 'organizational skills', 'planning', 'scheduling', 'verbal communication skills', 'willingness to learn']"
59,"advertising, arts & media",0,"['analytics', 'cms', 'digital', 'headline writing', 'image editing', 'journalism', 'mobile', 'sport', 'track', 'video editing']","['agenda', 'collaboration', 'editing', 'filing', 'integration', 'management', 'meeting', 'social media', 'sourcing', 'time management', 'writing']"
60,"advertising, arts & media",0,"['business', 'digital', 'digital media', 'landscape', 'networking', 'project management', 'relationship building', 'scale', 'target audience']","['brainstorming', 'collaboration', 'communications', 'creativity', 'enthusiasm', 'management', 'planning', 'problem solving', 'time management', 'willingness to learn']"
61,"advertising, arts & media",0,"['business', 'communication strategies', 'event management', 'idea generation', 'investing', 'landscape', 'marketing communications', 'press releases', 'project management', 'public relations', 'storytelling', 'track']","['brainstorming', 'communications', 'enthusiasm', 'ideation', 'management', 'research', 'social media', 'writing', 'written communication']"
62,"advertising, arts & media",0,"['business', 'content management', 'digital', 'editor-in-chief', 'imagine', 'journalism', 'multimedia', 'publishing']","['coordinating', 'english', 'english language', 'innovation', 'leadership', 'management', 'operations', 'planning', 'social media']"
63,"advertising, arts & media",0,"['brand positioning', 'business', 'communication strategies', 'corporate communications', 'crisis management', 'event management', 'idea generation', 'investing', 'landscape', 'media relations', 'positioning', 'press releases', 'professional services', 'project management', 'public relations', 'technology education', 'track']","['brainstorming', 'communications', 'enthusiasm', 'ideation', 'management', 'research', 'writing', 'written communication']"
64,"advertising, arts & media",0,"['account management', 'content development', 'copywriting', 'creative strategies', 'digital', 'digital marketing', 'media monitoring', 'performance analysis', 'social advertising', 'social media campaigns', 'social media marketing', 'social networks', 'testing']","['brainstorming', 'communications', 'english', 'english language', 'management', 'social media', 'team building', 'time management']"
65,"advertising, arts & media",0,"['data', 'data processing', 'go', 'installation', 'material']","['enthusiasm', 'influencing skills', 'leadership', 'management', 'negotiation', 'people management', 'planning', 'self-motivation']"
66,"advertising, arts & media",0,"['advertising campaigns', 'analytics', 'application', 'business', 'data', 'data management', 'digital', 'digital advertising', 'digital marketing', 'digital media', 'facebook ads', 'forecasting', 'go', 'google analytics', 'html', 'inventory', 'investing', 'management systems', 'mobile', 'sales', 'service', 'stakeholder management', 'tag management', 'trading', 'yoga', 'salesforce']","['management', 'operations', 'real estate', 'social media', 'time management', 'timelines', 'troubleshooting']"
67,"advertising, arts & media",0,"['analytics', 'application', 'brand awareness', 'content creation', 'copywriting', 'crm', 'customer experience', 'data', 'digital', 'digital assets', 'digital content', 'digital marketing', 'display advertising', 'email marketing', 'graphic design', 'html', 'media management', 'mobile', 'mobile marketing', 'public transport', 'social media management', 'track', 'tracking', 'video editing']","['editing', 'integration', 'management', 'microsoft office', 'punctuality', 'reliability', 'social media']"
68,healthcare & medical,0,"['act', 'application', 'clinical leadership', 'continuous quality improvement', 'dementia care', 'legislation', 'link 4', 'nursing', 'quality improvement', 'registration', 'respite care']","['accountability', 'coordinating', 'critical thinking', 'empathy', 'leadership', 'management', 'meeting', 'time management', 'written communication']"
69,healthcare & medical,0,"['act', 'application', 'community health', 'conflict resolution', 'disease management', 'information management', 'management systems', 'nursing', 'registration', 'system', 'tax']","['computer literacy', 'diplomacy', 'innovation', 'leadership', 'literacy', 'management', 'negotiation', 'problem solving', 'spreadsheets']"
70,healthcare & medical,0,"['clinical governance', 'continuous quality improvement', 'diversification', 'legislation', 'mental health', 'nursing', 'quality improvement', 'registration', 'service', 'service delivery']","['coordinating', 'decision making', 'governance', 'innovation', 'leadership', 'management', 'operations', 'planning', 'written communication']"
71,healthcare & medical,0,"['application', 'data', 'mental health', 'patient assessment', 'rehabilitation', 'service', 'service management', 'transcranial magnetic stimulation', 'working with children']","['computer literacy', 'coordinating', 'innovation', 'leadership', 'literacy', 'management', 'microsoft word', 'research', 'teaching']"
72,healthcare & medical,0,"['application', 'business', 'closing', 'critical care', 'nursing', 'patient assessment', 'registration', 'service', 'sustainability']","['computer literacy', 'literacy', 'management', 'negotiation', 'personal integrity', 'problem solving', 'self-motivation', 'time management', 'verbal communication skills']"
73,healthcare & medical,0,"['act', 'career development', 'closing', 'nursing', 'service', 'standard']","['compassion', 'customer service', 'decision making', 'empathy', 'first aid', 'leadership', 'management', 'time management', 'verbal communication skills']"
74,healthcare & medical,0,"['acting', 'cash handling', 'data', 'medical', 'standard']","['computer literacy', 'data entry', 'filing', 'literacy', 'management', 'resilience', 'scheduling', 'time management', 'written communication']"
75,healthcare & medical,0,"['acute care', 'change management', 'client services', 'clinical governance', 'community health', 'diving', 'financial management', 'lvl', 'management systems', 'midwifery', 'nursing', 'quality improvement', 'registration', 'remuneration', 'requisition', 'service', 'service delivery', 'service management', 'staff management', 'standard', 'testing']","['accountability', 'computer literacy', 'governance', 'leadership', 'literacy', 'management', 'swimming', 'verbal communication skills']"
76,healthcare & medical,0,"['application', 'audit schedules', 'business', 'care planning', 'continuous quality improvement', 'cqi', 'data', 'education program', 'food safety', 'incident management', 'indicators', 'infection', 'infection control', 'medical', 'needs analysis', 'nursing', 'project planning', 'quality improvement', 'system', 'track']","['agenda', 'coordinating', 'leadership', 'management', 'meeting', 'planning', 'quality assurance', 'team leadership']"
77,healthcare & medical,0,"['application', 'business', 'case management', 'clinical psychology', 'development support', 'employee benefits', 'fatigue', 'mediation', 'mental health', 'new product development', 'performance management', 'project management', 'psychology', 'sales', 'service', 'service delivery', 'track', 'travel insurance', 'workforce optimisation']","['collaboration', 'consulting', 'innovation', 'leadership', 'management', 'presentations', 'resilience', 'writing']"
78,healthcare & medical,0,"['accounts payable', 'act', 'billing', 'booking', 'business', 'continuous quality improvement', 'data', 'front office', 'healthcare services', 'information systems', 'medical', 'medicare', 'practice management', 'quality improvement', 'service']","['customer service', 'data entry', 'filing', 'leadership', 'management', 'operations', 'problem solving', 'scheduling']"
79,healthcare & medical,0,"['application', 'c', 'corporate services', 'data', 'data visualization', 'lvl', 'performance measurement', 'performance reporting', 'positioning', 'public health', 'remuneration', 'requisition', 'staff management', 'system', 'visualization']","['accountability', 'collaboration', 'management', 'negotiation', 'planning', 'research', 'writing', 'written communication']"
80,healthcare & medical,0,"['application', 'business', 'cash handling', 'dietetics', 'eftpos', 'exercise physiology', 'medical', 'medicare', 'nursing', 'physiology', 'practice management', 'practice management software', 'psychology', 'reconciliation', 'remuneration']","['business operations', 'coordinating', 'innovation', 'leadership', 'management', 'operations', 'research', 'time management']"
81,recruitment consultancy jobs,0,"['applicant tracking systems', 'aviation', 'dashboard', 'electronics', 'employee performance management', 'employee relations', 'hris', 'job descriptions', 'legislation', 'performance management', 'service', 'standard', 'taleo', 'tracking', 'tracking systems', 'vendor management', 'workday', 'excel']","['consulting', 'investigation', 'management', 'negotiation', 'operations', 'planning', 'problem solving', 'research', 'self-motivation', 'sourcing', 'time management', 'training and development']"
82,recruitment consultancy jobs,0,"['adhoc queries', 'benefits administration', 'broadband', 'business', 'data', 'data maintenance', 'development testing', 'erp', 'finance', 'generally accepted accounting principles', 'indicators', 'internet of things', 'key performance indicators', 'net', 'payroll practices', 'payroll processing', 'process improvements', 'reconciliation', 'reporting tools', 'security', 'service', 'standard', 'system', 'testing']","['customer service', 'integration', 'management', 'microsoft office', 'numbers', 'operations', 'scheduling', 'team building', 'team oriented', 'time management']"
83,recruitment consultancy jobs,0,"['account development', 'account growth', 'business', 'client services', 'customer satisfaction', 'data', 'dso', 'gross margin', 'procurement', 'sales', 'service', 'service management', 'service review', 'stakeholder engagement', 'supply chain', 'track', 'working capital']","['communications', 'innovation', 'leadership', 'leadership development', 'management', 'meeting', 'negotiation', 'operations', 'people management', 'relationship management']"
84,recruitment consultancy jobs,0,"['act', 'application', 'business', 'business priorities', 'forecasting', 'installation', 'less', 'perm', 'perspective', 'recruitment strategies', 'resourcing', 'scheme', 'workforce planning']","['agenda', 'communications', 'delivery focused', 'management', 'people management', 'planning', 'research', 'social media', 'sourcing', 'virtual teams']"
85,recruitment consultancy jobs,0,"['applicant tracking systems', 'aviation', 'dashboard', 'electronics', 'employee performance management', 'employee relations', 'hris', 'job descriptions', 'legislation', 'performance management', 'service', 'standard', 'taleo', 'tracking', 'tracking systems', 'vendor management', 'workday', 'excel']","['consulting', 'investigation', 'management', 'operations', 'planning', 'research', 'sourcing', 'time management', 'training and development']"
86,recruitment consultancy jobs,0,"['calculations', 'case management', 'computer systems', 'data', 'digital', 'draft', 'information systems', 'medical', 'numeracy', 'occupational health', 'probation', 'proportion', 'service', 'standard', 'system', 'databases', 'excel']","['customer service', 'leadership', 'literacy', 'management', 'microsoft word', 'operations', 'research', 'willingness to learn', 'writing']"
87,recruitment consultancy jobs,0,"['application', 'due diligence', 'emotional intelligence', 'go', 'networking', 'quality control', 'service', 'standard']","['accountability', 'customer service', 'enthusiasm', 'management', 'microsoft office', 'proactivity', 'problem solving', 'time management', 'troubleshooting']"
88,recruitment consultancy jobs,0,"['act', 'automation', 'business', 'cash management', 'content development', 'content management', 'customer experience', 'data', 'data analysis', 'data manipulation', 'employee engagement', 'material', 'performance management', 'perspective', 'process engineering', 'project management', 'recruitment metrics', 'reduction', 'succession planning', 'system', 'technology solutions', 'tracking', 'transformation', 'value creation', 'excel']","['collaboration', 'communications', 'management', 'planning', 'research', 'scheduling', 'time management', 'writing']"
89,recruitment consultancy jobs,0,"['acting', 'applicant tracking system', 'benchmarking', 'business', 'closing', 'corporate social responsibility', 'data', 'data management', 'employee relations', 'human capital', 'indicators', 'key performance indicators', 'performance management', 'resourcing', 'sales', 'system', 'talent management', 'track', 'tracking', 'trading']","['active listening', 'collaboration', 'listening skills', 'management', 'research', 'social media', 'team building', 'training and development']"
90,recruitment consultancy jobs,0,"['business', 'business continuity', 'calculations', 'data', 'data maintenance', 'draft', 'employee relations', 'job descriptions', 'legislation', 'logging', 'maternity', 'office procedures', 'onboarding', 'performance management', 'probation', 'professional services', 'registration', 'system', 'excel']","['data entry', 'filing', 'management', 'planning', 'research', 'training and development', 'typing', 'writing']"
91,recruitment consultancy jobs,0,"['budgeting', 'business', 'business strategies', 'change management', 'data', 'data analysis', 'employee engagement', 'information systems', 'legislation', 'mobility', 'onboarding', 'performance management', 'professional services', 'track', 'workforce planning', 'excel']","['accountability', 'agenda', 'decision making', 'diplomacy', 'influencing skills', 'management', 'negotiation', 'planning']"
92,recruitment consultancy jobs,0,"['act', 'business', 'data', 'development programmes', 'employee relations', 'manufacturing', 'mediation', 'medical', 'mobile', 'performance management', 'service', 'talent management']","['agenda', 'cooperation', 'customer service', 'filing', 'leadership', 'management', 'relationship management', 'training and development']"
1,it jobs,1,"['3gpp', 'abap', 'alm', 'alteryx', 'billing', 'bugzilla', 'business', 'c', 'com', 'crm', 'data', 'data modeling', 'digital', 'e', 'eclipse', 'emulators', 'erwin', 'etl', 'filezilla', 'html', 'ibm infosphere', 'ibm infosphere datastage', 'informatica', 'iperf', 'it risk management', 'it security architecture', 'jenkins', 'jira', 'job scheduling', 'json', 'linux', 'lte', 'management systems', 'mapping', 'matlab', 'mysql', 'net', 'netezza', 'network management', 'network troubleshooting', 'nosql', 'oop', 'opera', 'oracle', 'os', 'oscilloscope', 'perl', 'pl sql', 'profiling', 'prototype', 'puppet', 'qlikview', 'rational robot', 'research design', 'risk management', 'sap hana', 'sap netweaver', 'sas', 'security', 'server', 'service', 'snagit', 'soapui', 'spectrum analyzer', 'splunk', 'sql', 'sql pl', 'sql plus', 'sql server integration services', 'star schema', 'system', 'system testing', 'tableau', 'taleo', 'tcp', 'tcp ip', 'teradata sql', 'test data', 'testing', 'tests', 'text mining', 'umts', 'unix', 'windows', 'wireshark', 'xml', 'excel', 'modelling']","['integration', 'investigation', 'management', 'microsoft office', 'research', 'scheduling', 'telecommuting', 'troubleshooting']"
2,it jobs,1,"['ajax', 'amazon web services', 'ansible', 'application', 'application development', 'artifactory', 'automation', 'bash', 'business', 'c', 'category development', 'centos', 'circuit breakers', 'computing', 'configuration management', 'configuration management tool', 'containerization', 'css', 'data', 'data extraction', 'devops', 'dhcp', 'digital', 'digital transformation', 'disabilities', 'docker', 'dotnet', 'elasticsearch', 'employment compliance', 'git', 'google cloud', 'html', 'infrastructure as code', 'java', 'jenkins', 'jira', 'json', 'kerberos', 'kibana', 'linux', 'linux administration', 'logstash', 'medical', 'microservices', 'microsoft azure', 'military', 'msbuild', 'nas', 'networking', 'oauth', 'public cloud', 'puppet', 'release engineering', 'requisition', 'saml', 'san', 'scripting', 'scripting language', 'security', 'server', 'server administration', 'service', 'slack', 'soap', 'software development', 'sonarqube', 'sql', 'subnetting', 'system', 'system software', 'tcp', 'tcp ip', 'terraform', 'testing', 'testing framework', 'tests', 'transformation', 'unit testing', 'unit testing framework', 'version control', 'web services', 'windows', 'xml', 'xslt', 'xunit', 'aws', 'azure']","['infrastructure', 'investigation', 'management', 'problem solving', 'troubleshooting']"
3,it jobs,1,"['adobe creative suite', 'agile software development', 'algorithm design', 'analytics', 'android', 'big data', 'business', 'c', 'code reuse', 'communications security', 'configuration management', 'css', 'data', 'data mining', 'data retrieval', 'data visualization', 'design specifications', 'development environment', 'devops', 'docker', 'dotnet', 'elasticsearch', 'electronic warfare', 'etl', 'extract transform load', 'genetics', 'graphical', 'graphical user interface', 'hive', 'html', 'html5', 'ios', 'java', 'javascript', 'jira', 'json', 'knowledge discovery', 'linux', 'machine learning', 'mapreduce', 'medical', 'mobile', 'mysql', 'named entity recognition', 'natural language processing', 'nosql', 'operating systems', 'oracle', 'os', 'parsing', 'perl', 'pl sql', 'python', 'redmine', 'relational databases', 'ruby', 'scale', 'scripting', 'security', 'server', 'signals intelligence', 'soap', 'software development', 'sql', 'statistics', 'swift', 'system', 'tableau', 'testing', 'text processing', 'tracking', 'unix', 'user interface', 'visualization', 'web services', 'windows', 'xml', 'databases', 'hbase']","['communications', 'management', 'operations', 'teamwork', 'writing']"
4,it jobs,1,"['android', 'android sdk', 'angular', 'application', 'authorization', 'automation', 'batch processing', 'build automation', 'business', 'business software', 'configuration management', 'conflict resolution', 'cucumber', 'data', 'data acquisition', 'database design', 'debugging', 'development support', 'digital', 'digital data', 'disabilities', 'docker', 'etl', 'extract transform load', 'extreme programming', 'federal laws', 'gatling', 'git', 'gitlab', 'gradle', 'hibernate', 'installshield', 'j2ee', 'java', 'javascript', 'junit', 'jwt', 'kotlin', 'manufacturing', 'mapping', 'material', 'material requirements planning', 'medical', 'mobile', 'multidisciplinary research', 'openid', 'oracle', 'parsing', 'preventive care', 'quality management', 'quasar', 'security', 'service', 'software configuration management', 'software development', 'software engineering', 'software quality', 'software quality management', 'spring boot', 'spring data', 'spring integration', 'spring security', 'stockpile', 'substance abuse', 'system', 'testing', 'tests', 'tracking', 'typescript', 'ui', 'version control', 'version control system', 'vuejs', 'windows', 'windows presentation foundation']","['communications', 'consulting', 'infrastructure', 'innovation', 'integration', 'investigation', 'management', 'meeting', 'planning', 'problem solving', 'reliability', 'research', 'troubleshooting', 'writing']"
5,it jobs,1,"['ajax', 'application', 'automation', 'business', 'business systems', 'case tools', 'com', 'config files', 'connection pooling', 'control systems', 'css', 'customer experience', 'customer support', 'device', 'dotnet', 'engines', 'erp', 'exception handling', 'file io', 'full stack', 'git', 'his', 'html', 'ide', 'iiot', 'indexing', 'instrumentation', 'integrated design', 'javascript', 'jquery', 'json', 'less', 'manufacturing', 'mes', 'microsoft access', 'middleware', 'oracle', 'parsing', 'process design', 'programmable logic controllers', 'project estimation', 'project planning', 'protocol', 'query optimization', 'resource utilization', 'root cause analysis', 'scada', 'scalability', 'scale', 'scripting', 'server', 'software design', 'software design patterns', 'software development', 'solution architecture', 'sql', 'sql server management studio', 'standards-compliant', 'streamlines', 'syntax', 'system', 'systems integration', 'testing', 'tests', 'threading', 'throughput', 'triage', 'ui', 'unit testing', 'version control', 'web services', 'workflows', 'xml', 'xslt', 'excel']","['communications', 'consulting', 'diagnostic skills', 'infrastructure', 'integration', 'leadership', 'management', 'planning', 'reliability', 'research', 'troubleshooting', 'writing']"
